Liczba węzłów,Błąd maksymalny dla Hermita,Błąd średni dla Hermita
60,1.17101e+10,1.70255e+07
70,2.67867e+16,5.62562e+13
80,8.03047e+23,1.39274e+21
90,1.94731e+30,3.35402e+27
100,4.90867e+37,7.23023e+34
110,2.54953e+45,3.86189e+42
120,2.40856e+52,3.75833e+49
130,2.12167e+59,3.00108e+56
140,1.89133e+66,3.03346e+63
150,1.10195e+74,1.69864e+71
160,5.12576e+80,8.70846e+77
170,1.84350e+88,2.55219e+85
180,2.06095e+95,2.21208e+92
190,2.46527e+102,3.28907e+99
200,1.00653e+110,1.51998e+107
