Liczba węzłów,Błąd maksymalny dla Hermita,Błąd średni dla Hermita
40,7.64113e-02,1.05413e-04
45,1.35734e+02,2.64458e-01
50,2.27609e+05,3.95348e+02
55,1.35880e+08,3.47194e+05
60,4.38676e+12,7.95212e+09
