Liczba węzłów,Błąd maksymalny dla Hermita,Błąd średni dla Hermita
60,3.36255e+23,4.99676e+20
70,2.93400e+32,5.24275e+29
80,7.33410e+41,9.97049e+38
90,1.08066e+51,1.73231e+48
100,2.98855e+61,4.40413e+58
110,4.10231e+70,5.00788e+67
120,2.70586e+80,3.58176e+77
130,9.60985e+89,1.46610e+87
140,2.99716e+99,3.19028e+96
150,7.41610e+108,1.10221e+106
160,1.46789e+119,1.54492e+116
170,7.38346e+127,7.92847e+124
180,1.89294e+138,2.30404e+135
190,6.40996e+147,8.92310e+144
200,2.85814e+157,inf
