Liczba węzłów,Błąd maksymalny dla Hermita,Błąd średni dla Hermita
60,1.43496e+27,2.39458e+24
70,7.93523e+36,1.72514e+34
80,3.68897e+47,5.61082e+44
90,1.02105e+57,1.81312e+54
100,9.62945e+66,2.03968e+64
110,2.95845e+77,4.99919e+74
120,3.09995e+87,3.47682e+84
130,1.82762e+97,3.28919e+94
140,1.19593e+108,1.32771e+105
150,1.02409e+118,1.16479e+115
160,7.72130e+127,1.37629e+125
170,2.15488e+137,3.21109e+134
