Liczba węzłów,Błąd maksymalny dla Hermita,Błąd średni dla Hermita
40,2.53273e+07,5.24485e+04
45,4.07611e+10,1.03685e+08
50,3.85452e+17,6.21665e+14
55,2.88225e+22,5.16146e+19
60,1.43496e+27,2.39458e+24
