Liczba węzłów,Błąd maksymalny dla Hermita,Błąd średni dla Hermita
60,4.38676e+12,7.95212e+09
70,3.92951e+21,7.31017e+18
80,4.89110e+28,7.70516e+25
90,2.39037e+36,4.06069e+33
100,5.94621e+43,1.18892e+41
110,6.81230e+50,1.32444e+48
120,5.28516e+58,1.02963e+56
130,2.12359e+66,2.87609e+63
140,7.51781e+73,1.17851e+71
150,2.31335e+80,4.09523e+77
160,3.31630e+89,4.47504e+86
170,1.03747e+97,1.34116e+94
