Liczba węzłów,Błąd maksymalny dla Hermita,Błąd średni dla Hermita
40,8.05189e+05,1.00910e+03
45,9.52765e+08,2.61742e+06
50,1.01086e+13,2.49928e+10
55,1.66461e+19,3.26222e+16
60,3.36255e+23,4.99676e+20
