Liczba węzłów,Błąd maksymalny dla Hermita,Błąd średni dla Hermita
40,6.21113e+00,8.80660e-03
45,1.75521e+02,2.26198e-01
50,5.00158e+05,6.68554e+02
55,9.23955e+06,1.15410e+04
60,1.17101e+10,1.70255e+07
