Liczba węzłów,Błąd maksymalny dla Newtona,Błąd maksymalny dla Lagrange'a,Błąd średni dla Newtona,Błąd średni dla Lagrange'a
40,2.33552e-06,3.69590e-05,4.12961e-09,5.92029e-08
45,3.68650e-04,1.19237e-03,5.58059e-07,1.73637e-06
50,5.15337e-03,1.23735e-01,7.61329e-06,1.96874e-04
55,1.17090e+00,1.79410e+00,1.68660e-03,2.39049e-03
60,5.70395e+01,3.84546e+01,8.03646e-02,5.13696e-02
